chassis,variant,mc_idx,alpha,r_max,kd_max,beta_ATPM,Ka_r,Ki_r,PFL_inh_K,gamma_NADH,X,glc,EtOH,For,Ac,peak_S,opt_frac
KO11,A,30,0.566362928469238,12.560587313742403,3.9274738418262265,0.07313141876993551,1.6559658040584064,13.32415489944217,0.4934987093530289,0.035881496376435396,0.372343446596589,39.155220240131044,21.85893298563249,10.614333009737093,4.708719052166245,4.842403038411986,1.0
KO11,A,31,0.526919738179257,9.313086936980827,4.724330764194084,0.09588421310869708,2.619930646964877,14.199627208109671,0.4795044366679392,0.014874892038546122,0.4134966883170845,38.09442894131247,19.509274517877103,18.39894525020309,8.524432886633077,4.505163761432646,1.0
KO11,A,32,0.7870203267753673,13.394261920942983,3.0758195325903657,0.1392106311059989,2.2170261279090386,12.622692598677498,0.9052989246203168,0.011596561069813641,0.3388857129901191,40.455083164748295,20.441901715511744,9.08523566168355,3.9994904981670163,6.72902379392939,1.0
KO11,A,33,0.3837345586318651,12.894890462927663,5.0001475194381175,0.09041978365485841,1.6056482837833572,15.81228345979707,1.4861530680254602,0.017192500265586132,0.40274932084183945,38.23222412962196,21.247048641844337,14.71528059612221,6.705294026905603,3.280930476302447,1.0
KO11,A,34,0.06783682964544246,13.446144515962427,4.718966705126821,0.11224062338098241,1.1999689161755929,14.509291305792154,1.4445729670120033,0.027592783162824076,0.5000246912609677,35.28506305767085,18.2720784962917,29.72585345027796,14.030124380859235,0.5800048934685331,1.0
KO11,A,35,0.6932632279500228,12.304033616317803,3.9892475933503126,0.07779447683024891,2.671939911340596,10.671221095506043,0.6919826766052435,0.03920391573538825,0.3674651387298688,39.60117776294965,19.812316599282667,12.986343919747306,5.898865997830348,5.927400598972695,1.0
KO11,A,36,1.1324428167304186,7.204786902234596,3.308576953923925,0.10810407386213722,1.3221423299337143,9.886674247426743,0.84612710555234,0.03700375603045078,0.23106979648694345,44.76057451714404,15.475785906135203,4.406867521312297,1.8330464446379462,9.68238608304508,1.0
KO11,A,37,1.0041875794969117,11.57459677444313,5.890513006389384,0.07176746243492592,1.61831266024657,12.756573694893122,1.3236129770324834,0.03403935827091004,0.21748053870301473,45.35278120099015,14.724621677394861,3.8574588768573177,1.5793173805302603,8.585803804698596,1.0
KO11,A,38,1.3256145601459273,9.15833716723604,4.320404951655185,0.09110316412749314,1.6386501982805575,11.909452908666214,1.4502112117477464,0.035269557959199484,0.13098712049813635,49.05773500602907,9.15698957995281,2.2343967811268888,0.9041523877074311,11.334004489247679,1.0
KO11,A,39,0.726680943681589,10.399818578903346,4.599636431089877,0.10553064459386319,0.9622695878015386,9.776604927351013,1.1717309459610596,0.025454649218272174,0.3219283415292288,40.800151716736174,21.94795765070685,5.158635546599709,2.0670018572635267,6.2131220684775865,1.0
KO11,A,40,1.4167008497977338,11.910884195654184,5.376600031906225,0.11742448922715602,1.8154523144932282,11.304768230762248,1.0399534068784664,0.013842650419083046,0.07428495403291036,51.52780404361313,5.483854676966943,1.063703163154984,0.40906873941533384,12.112792265770622,1.0
KO11,A,41,0.25139143770289835,10.092438460396831,3.5275879693395895,0.13815414779234286,2.992000847631605,11.780619881850315,0.7874884762915912,0.03365174659126026,0.4813182093604372,35.90904297952814,18.36998172222687,27.55887762791636,12.981348337192083,2.1493967923597808,1.0
KO11,A,42,0.02486946788873095,9.627506601966644,5.2455324940485415,0.13170827870459806,2.5834397936393554,13.80297537252935,0.5562888892403701,0.031262009757225706,0.5481644080603286,33.59077217405033,17.983882669978367,35.724914379117116,16.94005599469518,0.21263395044864963,1.0
KO11,A,43,0.22329009324083243,11.22821625461936,4.904406023042627,0.13380876738830771,2.7188270387198212,15.466576938500783,1.2150452486877779,0.02432748617572645,0.48017485593583376,35.945927679438434,18.445324688843275,27.293158248202012,12.850638853777738,1.909130297209117,1.0
KO11,A,44,1.3024624594737582,11.815513667806545,4.973084818550495,0.07332589984742575,2.81633261091721,9.50938933940359,0.8174410646116665,0.016990591699746795,0.12465243757026574,49.43874886343,8.149921092779541,2.8545843224095373,1.2245101454952076,11.13605402850063,1.0
KO11,A,45,0.5053024329665529,13.185635545383446,3.2981529697557193,0.1270256380548189,1.6730620012547508,11.135740460399816,0.5388931918038811,0.013509409787691773,0.38227402442121783,38.82381620311972,21.827369656887242,11.750503540320624,5.2600968376094475,4.320335801864027,1.0
KO11,A,46,0.7582085000104615,9.160429105799027,5.485167314040591,0.11587066095300386,1.2205959698888262,12.196072651006785,0.7723789982521272,0.03460618795487599,0.31257096972430043,41.350114224364845,20.27906369412483,6.491155042253788,2.7461330430929647,6.482682675089444,1.0
KO11,A,47,0.0656009220851177,7.00836230634409,4.7471599496084345,0.10042643168436777,1.952394710388019,14.151195049389248,1.3518693562275423,0.024414992778366174,0.5347177303837481,34.0755456862027,17.984120432373587,34.16352756937759,16.184379115903422,0.5608878838277562,1.0
KO11,A,48,0.40696845386942154,9.38100353211869,3.735531058227685,0.0928004269860091,1.294230036820902,15.952955550134398,0.9062131323234065,0.027048249388630215,0.39890705100909213,38.3017199320506,21.59845096336006,13.84450664950754,6.277184396767057,3.479580280583554,1.0
KO11,A,49,0.6370260986290034,8.086550052170331,3.3913691739674134,0.1036849108555363,2.235477250380678,15.589626086422058,1.459595517599173,0.03729933329493787,0.3890548845584036,38.843862422222024,19.935011460456124,15.212006693715617,6.974772257574441,5.446573143277979,1.0
KO11,A,50,0.6168072793125426,8.04663627471506,3.435683704490965,0.10315780459908752,2.314072982656749,15.197273137272347,1.430364587216653,0.03250237048587449,0.39572190727547674,38.635431123164366,19.834083771546283,16.068091144968594,7.390940939855388,5.273702238122239,1.0
KO11,A,51,0.7359206844930861,10.553452171622009,5.198442988163135,0.10185851630529143,2.6685388950426736,10.261922724621918,1.4211050266599599,0.03873363752452396,0.34815469949563643,40.40368763868536,18.640471240321084,12.583773674565755,5.728259502218723,6.292121852415887,1.0
KO11,A,52,0.6737333450409367,11.119565320107345,3.714101104700452,0.13406878414077483,2.1199871260106704,9.685360455428555,0.5325171166119286,0.018062651312932384,0.3633235192209236,39.63390115275677,20.49498374876198,11.629275089970816,5.22953685562437,5.760420100100009,1.0
KO11,A,53,0.2036496323746837,9.062238777121138,2.9618968721953793,0.12755610558472946,2.5557486813320285,11.660760320949644,0.6472241825895373,0.03052401622420208,0.48988671688737884,35.62233225686188,18.30470434144008,28.59633069150902,13.484202701782694,1.7412043568035456,1.0
KO11,A,54,0.8113445123111831,8.553562789235269,3.482294402127959,0.09658798237611493,1.9647875741319385,12.564707723959764,0.701116829567912,0.0373817807351834,0.33716609641731743,40.633990015956854,19.576089114996165,10.106742410699795,4.510608286062285,6.936995580260615,1.0
KO11,A,55,1.0094953709364063,8.879612866573051,3.9028502512597045,0.1261904367026715,2.261994690712112,15.515438899174004,0.6523194697816419,0.02614298739702761,0.26556067844518383,43.53848839542393,16.021848254552744,7.338994862894318,3.2433978600169877,8.631185421506274,1.0
KO11,A,56,1.356559215306281,9.24566383554275,4.926979836284389,0.07517421677753706,2.634705966365884,15.11122982173184,0.9672505880472448,0.033204508741791185,0.1079162614946823,50.16469618283501,7.015265967206646,2.6222639110178494,1.1336970382829374,11.598581290868703,1.0
KO11,A,57,0.7064732599928594,7.457929824530174,5.6384408606986565,0.062023794676873335,2.609070245301804,11.395564080980376,0.5612608853289108,0.023178844937454014,0.36804455959943166,39.79527201953421,18.30732075345527,15.137330042792058,6.968893238905148,6.040346372938947,1.0
KO11,A,58,0.01732742754675071,9.695702908633677,3.1642107218574766,0.1076860713098515,1.713892694004663,13.285499803243116,0.891525892903135,0.01571834343058042,0.5482282254758596,33.589361156917214,17.991430159375717,35.71365083149896,16.934304316189106,0.14814950552471856,1.0
KO11,A,59,0.6508305362868089,11.363201971345848,3.186762943043776,0.1302343085300619,1.2731738611098415,14.567512899982603,1.0024544495657977,0.02588892732944123,0.35030479100394407,39.778852507437556,22.4803058627892,7.47576218557616,3.1790374921188307,5.564601085252216,1.0
KO11,A,60,0.24728869819545723,11.27021320691179,5.161731178839334,0.13567819460383282,2.4882492069661124,12.493096328757428,0.9901327766702909,0.03595390261053273,0.46695252770611817,36.37256559472215,18.699417793017858,25.449966830968926,11.95362068386752,2.1143183695711594,1.0
KO11,A,61,0.033755558896517567,13.417351161092904,5.400686329852505,0.06107181080368358,2.2244374598688808,13.161256836966365,0.5488334690820418,0.011775429962643667,0.5435865936257636,33.75820278072889,17.990324367674674,35.17102114484066,16.671623625479995,0.2886100285652252,1.0
KO11,A,62,1.0735792312691343,13.538773077367615,3.8104181309085625,0.1044856369157347,1.8604809862664928,13.86538558335845,0.7100288310940561,0.027261511063983952,0.23345241676333972,44.630395385310756,15.948426995839682,3.9379997235148885,1.596908262058379,9.179102427351099,1.0
KO11,A,63,0.6076045221578116,10.88602691895253,5.707366983745251,0.08723966278823952,2.830249840864205,9.1112511461494,1.4244000212304502,0.030129194231740736,0.3878977345954276,38.993906989462275,19.233183690579036,16.0157869531608,7.376682429785061,5.195018664449289,1.0
KO11,A,64,0.5117224202249914,7.727237066089234,5.618536541778796,0.10848279406385634,1.2570737897363489,12.391636646607841,0.8586225671030477,0.02590058412195717,0.38122740289195606,38.893828333474076,21.497437471724776,12.134908671981039,5.45260298129327,4.375226692923676,1.0
KO11,A,65,0.7734886666333989,12.19628414488625,4.550750907360245,0.09936909361370883,2.8882027434513597,14.129232276448002,1.18208327748441,0.028216788505830405,0.3422695246137189,40.60391875391128,18.66133528110624,11.894689630221384,5.393875929101791,6.6133280997155595,1.0
KO11,A,66,0.41758244005209644,10.28178596355897,5.0641352152739145,0.12887045531966923,2.9241952281358854,12.015251385238688,1.3749404300601062,0.02625015388400761,0.4388433708667197,37.28586742929367,19.04671545709461,21.874226061634744,10.216821655271332,3.5703298624454245,1.0
KO11,A,67,0.495913743784714,8.929314091397748,2.5781972912218185,0.09405387680996935,1.473476954327161,10.232097665841321,0.4969482378723775,0.022024898936723054,0.3942245984814413,38.453552488767315,21.600346984113095,13.357469708121675,6.041874083919362,4.240062509359305,1.0
KO11,A,68,0.39379747448715474,12.85168237321258,3.2045401971974545,0.06834411275448758,2.865723054768556,15.9180995185483,1.2271348460901796,0.012317663524120587,0.43984302193329905,37.21171031046667,19.518216012658502,21.21173059015039,9.88450740519373,3.3669684068651726,1.0
KO11,A,69,0.21520696826732166,6.899607901696063,3.638290529547315,0.11772815888143892,2.9103262055394605,12.665368588778641,0.7978996086624323,0.036610355632475826,0.5020262417761536,35.21312248599086,18.113031515596266,30.274281217216952,14.300539410348852,1.8400195786856002,1.0
KO11,A,70,1.166858374569157,8.263457806920592,2.66592609845571,0.1281443034746073,1.4489430663498295,10.315979938300298,0.919936480979973,0.01941514915490481,0.24001577139104224,44.34781698795043,16.228859958600488,4.348656579864153,1.7905065166871246,9.976639102566292,1.0
KO11,A,71,0.09149831738745043,9.099731599034026,5.876788316083623,0.08962210816380049,2.811602032180258,10.188360193296939,0.4592452329746416,0.039533969545910506,0.5312812844306627,34.19747582177763,17.978275888299702,33.784127789610665,16.001071343891272,0.7823106136627012,1.0
KO11,A,72,0.846030933946367,12.043364613382275,5.661419086013172,0.11694294784940082,2.9217888890777957,11.012292226128162,1.491083773759914,0.029447885087765066,0.30147948602130165,42.22016861283398,16.876302390955487,9.999725330073405,4.512541054515659,7.2335644852414385,1.0
KO11,A,73,0.8903655534721184,9.489746698162229,4.118671364741001,0.06770592287092864,0.9904578273689291,12.230509516924988,0.9422313572090572,0.036268661558308976,0.2871917598182518,42.26202321892348,19.871536267185476,4.286473382474364,1.6853273248987357,7.612625482186614,1.0
KO11,A,74,0.005542380029366563,6.273743535390501,4.566937111295518,0.061844194026936715,2.157418277974103,9.996703151849154,0.7628141144395251,0.028944308619206473,0.5507253364009683,33.4988478364044,17.99988353627254,35.98856650362483,17.067116430096704,0.04738734925108412,1.0
KO11,A,75,1.4934829331366797,6.065503548019138,5.8994176350846175,0.10968215611906898,1.6609489361530263,12.72258832027833,0.7823708906276494,0.012836997744524842,0.04872214533539802,52.7058482927505,3.4590013030939475,1.0060406379346232,0.42287720657295186,12.769279078318611,1.0
KO11,A,76,0.6609281535273775,9.98596596200537,4.0801585441175545,0.07595534618122514,2.53366929338012,12.857854556243614,0.6580038866708466,0.023513310173951182,0.3807751614468835,39.165414539759205,19.747519796867465,14.503038949280967,6.6336675712195,5.650935712659078,1.0
KO11,A,77,0.47195671913254883,7.946808130214054,3.0383840621706266,0.06037186664836782,2.878326858896278,13.971608713726905,0.9323651994334105,0.02521102837590862,0.4435126279537207,37.12122907141269,19.15735193046486,22.180720983329515,10.36141774232799,4.035229948583293,1.0
KO11,A,78,0.8579818364536871,10.590516120761581,5.052842438952132,0.11243993242287073,1.7497910497516278,12.932327437274779,1.175822952749076,0.012691375692885021,0.2922103632484419,42.30421388138071,18.45793553616386,6.782756260767805,2.9227422621013406,7.335744701679024,1.0
KO11,A,79,0.6022571151883571,13.322324339268857,3.145778732437413,0.13644296118251545,0.861127019600696,10.424899327169841,0.46836004379308094,0.024842599726220424,0.3435168898530354,39.808593868446096,23.83930672093813,4.8542337123196395,1.8825243743973983,5.149298334860454,1.0
KO11,A,80,0.2961643803401365,8.694664335397304,4.652229950644388,0.09804613057524439,2.970259295934989,15.86064532310063,0.5248407512432772,0.020561680476557334,0.47644110052083916,36.06908098506448,18.49300877329418,26.806837214052663,12.614203098439424,2.5322054519081667,1.0
KO11,A,81,0.9874714815957268,6.781581097410467,4.87969141695433,0.09744782770252414,1.7588677997115,15.035371247962207,0.5044269155184651,0.03455010953321482,0.2522537095023703,44.084631692550964,15.39540171298011,6.718330079037099,2.9581802807798083,8.442881167643465,1.0
KO11,A,82,1.2446671744278521,12.613538259331893,3.70667748482344,0.12564878758568387,2.0451470408280055,11.122540329050747,0.5125210696013883,0.0351185118397531,0.17404158609049836,47.18030370784625,12.077755441703793,2.8908688963640854,1.17531845651326,10.641904341358137,1.0
KO11,A,83,1.3971483467016153,13.873779154931487,5.528756887458801,0.0887409529271721,1.5156373987899197,10.7013641438211,0.8240103199976971,0.01296301908091545,0.07580813526755156,51.44018021092162,5.762964237889936,0.8188001866241486,0.2860847323122395,11.94561836429881,1.0
KO11,A,84,0.1044360632198402,7.259302900343492,2.5899113868787365,0.10670170860597517,2.020442228753102,15.187182695256105,1.0190910504609207,0.01135473719960395,0.5199441099580934,34.59740162668888,18.046714228101298,32.36654434052125,15.31338101206195,0.8929283405296338,1.0
KO11,A,85,1.1926864461853968,9.870745103578376,3.8353281642133306,0.10032792354329521,1.464431675693584,12.458368190048093,0.4336961008566818,0.011821623572338204,0.18972666541264618,46.48999061295545,13.2863200657729,2.8489147222390545,1.13363820485545,10.197469114885141,1.0
KO11,A,86,0.9566639853174512,8.034080620675248,4.697175719446128,0.11421042421075442,2.6021753298120234,10.459909703732178,1.0531333575815367,0.021042129820531538,0.2790498082899127,43.150381990558664,15.579184956861567,9.402908131090328,4.249178451052352,8.17947707446421,1.0
KO11,A,87,0.04225481333760814,6.58019165931614,3.569197113052346,0.10519867088460767,1.7314946241995868,11.313597919365066,0.8207922234860399,0.030284882839366457,0.5418255852560763,33.82049838331966,17.979146984189956,34.993747087394965,16.586264531909798,0.3612786540365496,1.0
KO11,A,88,0.6382942305281307,6.876382089754854,5.227301446761537,0.09361767004117767,2.0231111327755222,14.651625785540151,1.4159788725260753,0.03304990784489037,0.3802502537705331,39.20567387253867,19.4695341655658,14.900096466382275,6.832336803477688,5.457415671015518,1.0
KO11,A,89,0.9310525469779793,6.343484957621479,3.228293233133853,0.13776050598567446,1.16493008471237,9.721119208512066,1.0647814900478318,0.018152683439119195,0.29916618742713413,41.92767766712213,19.223248901021417,6.603332161958342,2.8227808924922315,7.960499276661724,1.0
KO11,A,90,0.3631433573948723,12.954010971953348,3.6294913770402886,0.09972957466757507,0.8199318702166161,11.423594811358331,1.3659592140943952,0.029632996833719172,0.37390050054886753,38.858697679833746,23.584331767027248,8.35848964100986,3.5813837121036,3.1048757057261582,1.0
KO11,A,91,1.3122467393410737,13.93362363182366,5.495392948158928,0.09197945819948505,1.528911828816815,9.841489313617638,1.2338684163108926,0.017922888907834,0.1018487975367345,50.287005694082836,7.57216367441592,1.192953441662006,0.43013130548232764,11.219709621366182,1.0
KO11,A,92,1.0169703191492578,13.699952678341258,4.341931970802003,0.07743074438339903,1.5140461370207219,13.732825661230661,1.207150136624918,0.014423925670010319,0.24113063216797379,44.25564040073833,16.82994022103141,3.4895318250504737,1.3592460483948559,8.695096228726154,1.0
KO11,A,93,0.9294976741620016,9.941256441640183,3.3253054604371894,0.1191224763861779,1.6815406094515846,13.950921304060643,1.2406335025079898,0.025715934263064226,0.29572169550805044,42.09188299190666,19.020227006709895,6.442603785238873,2.7483733915343684,7.947205114085113,1.0
KO11,A,94,0.9510327068670974,12.724199188635843,3.022408830261409,0.1020681364774634,2.3034547947589994,11.84948756116691,0.6357797958245235,0.021740670682935264,0.2997730462868536,42.01386046125172,18.727982990251682,7.225360886614897,3.1334986975181502,8.131329643713684,1.0
KO11,A,95,1.4360053620116648,8.415942100268062,5.432723987551071,0.06959145365756017,1.1939592126363403,10.79118334434645,0.9722003660762558,0.01022413896652178,0.0697334057099183,51.73253071518508,5.181389640840589,0.9488245666105491,0.3588632626466245,12.277845845199735,1.0
KO11,A,96,1.1008857258693914,11.956693506902067,3.1078647649815934,0.12179945581875054,1.7705878202725724,9.378854543993922,1.2610590466323879,0.02862962230777949,0.24408017903588977,44.16421293934884,16.598354467362874,4.253458404609361,1.736912625216453,9.412572956183295,1.0
KO11,A,97,0.9901337758798274,6.225233289614589,3.2401805751009256,0.08579746883050826,2.574038280998022,10.887399033405785,1.0996894812038867,0.02917913292527815,0.30765644723977703,42.0548431684757,16.49223606802428,11.240631392058047,5.12052306588369,8.465643783772524,1.0
KO11,A,98,0.8033185799757431,11.647100263297478,2.541496921149045,0.12558835389141831,2.9666097077475317,10.512047191166845,0.6192319023992998,0.02392346014248526,0.35865117179169903,39.930326614514925,19.46822251942173,12.589352286440176,5.715678162606829,6.868373858792603,1.0
KO11,A,99,1.2812207146116206,11.413554225424384,2.804584961877464,0.09135229294448685,2.3649105736588076,9.067535052044853,0.7335661872686186,0.014185322450261351,0.2030465628163898,46.013482619377086,13.45334028822857,4.091326098379007,1.721613716848815,10.954437109929357,1.0
KO11,A,100,1.4684761281624386,13.887664120386509,4.298300262005521,0.06895901000982199,1.3327295275489006,11.69562513357113,1.3428112236346785,0.03188162154718364,0.08653401151012849,50.937366907256035,6.63157529891171,0.8362980898725245,0.2758563594158858,12.55547089578885,1.0
KO11,A,101,0.6242448055647483,13.080992925271943,5.033516177284305,0.138633901081122,2.0807576715256664,12.007373686544744,0.4285345732546675,0.03849393943930893,0.35957413466897603,39.75144518442565,20.556984580972504,11.139163201988055,4.99245811645514,5.3372930875785976,1.0
KO11,A,102,0.3414807719294929,9.55709841834016,3.3611192367314957,0.07125122104421912,1.2317833822492266,10.398317507652832,0.7373646299425591,0.02653425043474479,0.4089716872108314,38.006284267457374,21.350320245622008,15.24694855418475,6.960177102464254,2.9196605999971643,1.0
KO11,A,103,0.67954511865525,6.937928293130275,4.808976929992917,0.08092843425056474,1.6995337019508083,9.560421815205558,0.8053707773199712,0.038939773643619294,0.3634664852991955,39.694037543066464,20.003202087476115,12.332276549466421,5.578390534912288,5.810110764502388,1.0
KO11,A,104,0.9665080421533201,9.732301402896832,5.004611468405264,0.06647728332897805,1.1604903427755209,11.371705675387187,1.3801239774986642,0.014285681978702799,0.2491301346268035,43.93686938516839,17.166671522955852,3.8863065566250796,1.544082946057195,8.263643760410886,1.0
